# kzero.jl — least k with a primitive representation of ell^{2k}
# p = 578415690713087
# ell = 2
# det = 16p^2 = 5353035380209560300456849113104
# forms_in_file = 10000
# tag = main
# batch = 12 of = 50
# kmax_cap = 33
# generated = 2026-08-27 12:51:40 host = bp1-compute087
form,status,in_genus,lambda1,aut,kmin,k0,witness,secs
# S 13
13,OK,1,438929,2,10,17,92 -66 -15 -13 -67,530.26
# S 63
63,OK,1,466197,2,10,17,39 -32 -29 -85 -23,868.057
# S 113
113,OK,1,892425,2,10,16,4 -41 38 -18 0,280.113
# S 163
163,OK,1,1181524,2,11,16,38 -11 21 1 -43,14.292
# S 213
213,OK,1,587796,2,10,17,21 86 37 53 58,541.134
# S 263
263,OK,1,624772,2,10,16,8 -28 -39 -7 -3,238.633
# S 313
313,OK,1,552016,2,10,16,25 -24 25 27 5,195.495
# S 363
363,OK,1,953884,2,10,15,24 14 23 0 1,9.125
# S 413
413,OK,1,673440,2,10,16,55 19 -12 15 28,22.842
# S 463
463,OK,1,783149,2,10,16,45 -33 13 -32 10,167.173
# S 513
513,OK,1,1018072,2,10,16,9 0 57 24 16,81.048
# S 563
563,OK,1,934577,2,10,16,43 25 6 41 4,214.576
# S 613
613,OK,1,761261,2,10,16,19 13 13 -2 43,11.247
# S 663
663,OK,1,538101,2,10,15,7 15 30 0 10,1.057
# S 713
713,OK,1,792273,2,10,16,35 46 7 -9 -33,10.495
# S 763
763,OK,1,521048,2,10,16,24 7 15 -29 10,147.965
# S 813
813,OK,1,1042829,2,10,15,16 -15 9 2 -7,4.112
# S 863
863,OK,1,778209,2,10,16,37 -14 -2 13 -28,44.097
# S 913
913,OK,1,334280,2,10,16,86 -25 0 15 9,134.33
# S 963
963,OK,1,467721,2,10,16,38 -34 34 38 29,31.836
# S 1013
1013,OK,1,748101,2,10,16,71 -2 2 11 1,266.712
# S 1063
1063,OK,1,799213,2,10,16,16 12 16 28 33,12.162
# S 1113
1113,OK,1,650097,2,10,16,32 13 -5 35 -11,152.109
# S 1163
1163,OK,1,262840,2,10,15,15 2 -7 -3 -11,0.45
# S 1213
1213,OK,1,574513,2,10,15,25 29 3 2 5,4.859
# S 1263
1263,OK,1,1309144,2,11,16,27 8 -7 -10 30,63.796
# S 1313
1313,OK,1,963200,2,10,15,29 5 7 3 -7,2.644
# S 1363
1363,OK,1,952480,2,10,16,33 34 15 11 -32,23.968
# S 1413
1413,OK,1,1025041,2,10,14,9 1 -8 -3 -3,0.231
# S 1463
1463,OK,1,431981,2,10,16,19 -6 -35 -6 -27,13.87
# S 1513
1513,OK,1,1064229,2,11,16,14 -17 3 8 39,11.139
# S 1563
1563,OK,1,676580,2,10,12,4 0 1 1 0,0.005
# S 1613
1613,OK,1,1022569,2,10,16,39 13 -26 -14 -39,14.145
# S 1663
1663,OK,1,609901,2,10,16,29 -5 29 22 -27,45.156
# S 1713
1713,OK,1,822393,2,10,16,0 33 12 -19 25,52.32
# S 1763
1763,OK,1,1066669,2,11,17,11 -86 -45 59 76,501.875
# S 1813
1813,OK,1,973353,2,10,16,3 3 49 -17 11,153.93
# S 1863
1863,OK,1,549816,2,10,15,32 6 -8 7 -3,7.121
# S 1913
1913,OK,1,627089,2,10,15,7 23 8 14 -5,5.628
# S 1963
1963,OK,1,990393,2,10,16,14 12 -26 37 5,220.622
# S 2013
2013,OK,1,1354196,2,11,16,26 11 13 -2 -33,30.136
# S 2063
2063,OK,1,539232,2,10,16,78 20 3 -30 -20,73.752
# S 2113
2113,OK,1,455456,2,10,16,7 48 12 -28 -4,200.216
# S 2163
2163,OK,1,734244,2,10,16,14 -3 -38 7 19,74.809
# S 2213
2213,OK,1,992089,2,10,16,2 43 42 50 -4,239.554
# S 2263
2263,OK,1,1234041,2,11,17,36 42 -21 27 -95,321.216
# S 2313
2313,OK,1,1286857,2,11,16,12 -13 1 -45 16,141.389
# S 2363
2363,OK,1,629696,2,10,16,5 3 -29 7 40,12.649
# S 2413
2413,OK,1,582204,2,10,16,12 15 18 6 37,10.922
# S 2463
