# kzero.jl — least k with a primitive representation of ell^{2k}
# p = 578415690713087
# ell = 2
# det = 16p^2 = 5353035380209560300456849113104
# forms_in_file = 10000
# tag = main
# batch = 21 of = 50
# kmax_cap = 33
# generated = 2026-08-27 19:13:41 host = bp1-compute064
form,status,in_genus,lambda1,aut,kmin,k0,witness,secs
# S 22
22,OK,1,1277513,2,11,16,29 -16 -13 -6 -39,20.418
# S 72
72,OK,1,715745,2,10,16,33 38 5 37 11,126.439
# S 122
122,OK,1,940452,2,10,16,47 -28 -4 -35 35,19.928
# S 172
172,OK,1,884189,2,10,16,49 15 18 4 18,130.544
# S 222
222,OK,1,913204,2,10,15,6 26 -6 9 -10,1.511
# S 272
272,OK,1,434089,2,10,16,25 8 5 5 39,11.129
# S 322
322,OK,1,557608,2,10,16,25 15 -9 28 -22,85.829
# S 372
372,OK,1,656745,2,10,15,21 -9 -8 -6 14,0.725
# S 422
422,OK,1,1041580,2,10,17,16 41 -41 -14 -74,598.864
# S 472
472,OK,1,745621,2,10,16,1 -45 18 21 -20,46.199
# S 522
522,OK,1,995368,2,10,16,9 -13 40 -23 -18,64.937
# S 572
572,OK,1,484309,2,10,16,43 -1 41 -17 9,141.051
# S 622
622,OK,1,956544,2,10,14,1 12 -7 1 7,0.068
# S 672
672,OK,1,782305,2,10,16,37 6 -20 40 1,292.795
# S 722
722,OK,1,1276609,2,11,16,8 6 15 48 16,133.554
# S 772
772,OK,1,855813,2,10,16,1 40 40 23 -15,151.057
# S 822
822,OK,1,1265497,2,11,16,30 25 -14 -1 41,34.039
# S 872
872,OK,1,1049840,2,11,16,39 -3 -8 7 -29,12.891
# S 922
922,OK,1,1130000,2,11,16,39 -15 38 -4 0,310.663
# S 972
972,OK,1,232497,2,9,16,59 9 -9 2 -29,11.799
# S 1022
1022,OK,1,1107105,2,11,15,24 19 17 -6 9,5.144
# S 1072
1072,OK,1,1340616,2,11,16,44 -8 -17 -15 11,215.844
# S 1122
1122,OK,1,1146825,2,11,16,11 -36 -28 -7 19,127.668
# S 1172
1172,OK,1,925137,2,10,17,13 -7 30 11 -56,330.578
# S 1222
1222,OK,1,837545,2,10,15,29 17 -5 4 5,6.628
# S 1272
1272,OK,1,968361,2,10,15,22 -16 14 -4 -5,6.995
# S 1322
1322,OK,1,356520,2,10,16,95 -22 15 -13 10,94.574
# S 1372
1372,OK,1,667837,2,10,15,27 -14 -2 -13 10,3.611
# S 1422
1422,OK,1,316269,2,10,16,70 -2 -15 13 14,44.244
# S 1472
1472,OK,1,746572,2,10,15,29 18 -5 0 -4,5.809
# S 1522
1522,OK,1,1180441,2,11,16,17 -16 4 -37 19,146.59
# S 1572
1572,OK,1,943577,2,10,16,31 19 2 17 -33,29.786
# S 1622
1622,OK,1,1055333,2,11,15,7 -14 6 -15 13,1.44
# S 1672
1672,OK,1,848769,2,10,16,3 -1 35 22 33,17.624
# S 1722
1722,OK,1,682893,2,10,17,10 37 37 46 100,306.115
# S 1772
1772,OK,1,875993,2,10,16,50 -35 29 -8 19,121.3
# S 1822
1822,OK,1,396229,2,10,16,11 27 0 -15 -24,21.208
# S 1872
1872,OK,1,493000,2,10,15,0 9 5 16 9,3.366
# S 1922
1922,OK,1,941481,2,10,16,35 -39 -27 10 22,25.402
# S 1972
1972,OK,1,1182876,2,11,16,23 8 7 11 37,20.135
# S 2022
2022,OK,1,617829,2,10,16,15 31 2 32 -19,104.102
# S 2072
2072,OK,1,800376,2,10,16,1 63 8 9 3,274.762
# S 2122
2122,OK,1,267533,2,10,14,13 3 6 1 5,0.036
# S 2172
2172,OK,1,868669,2,10,16,66 20 13 -6 -18,124.572
# S 2222
2222,OK,1,885553,2,10,16,48 52 -8 -16 -7,218.781
# S 2272
2272,OK,1,433692,2,10,14,15 0 7 -1 -6,0.04
# S 2322
2322,OK,1,1294008,2,11,16,5 -62 -26 -6 25,88.395
# S 2372
2372,OK,1,564873,2,10,16,60 -29 7 -4 10,183.2
# S 2422
2422,OK,1,1103156,2,11,16,56 18 23 9 33,18.048
# S 2472
2472,OK,1,918461,2,10,16,18 -17 32 -20 -47,11.392
# S 2522
2522,OK,1,706761,2,10,15,6 2 2 -15 11,2.9
# S 2572
2572,OK,1,1274133,2,11,16,50 7 26 -29 5,278.61
# S 2622
2622,OK,1,703728,2,10,16,32 -5 11 -13 29,30.93
# S 2672
2672,OK,1,709173,2,10,16,42 -11 -16 -41 10,85.45
# S 2722
2722,OK,1,933316,2,10,16,26 28 5 8 -28,62.31
# S 2772
2772,OK,1,377701,2,10,15,20 21 -16 -10 4,4.289
# S 2822
2822,OK,1,1118301,2,11,16,1 26 25 13 -30,70.662
# S 2872
2872,OK,1,1241716,2,11,15,8 21 -4 21 -4,9.04
# S 2922
2922,OK,1,770617,2,10,15,24 -11 15 -2 -4,6.848
# S 2972
