# kzero.jl — least k with a primitive representation of ell^{2k}
# p = 578415690713087
# ell = 2
# det = 16p^2 = 5353035380209560300456849113104
# forms_in_file = 10000
# tag = main
# batch = 2 of = 50
# kmax_cap = 33
# generated = 2026-08-27 06:06:17 host = bp1-compute174
form,status,in_genus,lambda1,aut,kmin,k0,witness,secs
# S 3
3,OK,1,384817,2,10,16,19 -33 20 -25 -7,179.372
# S 53
53,OK,1,1251048,2,11,16,47 33 -10 -23 0,306.731
# S 103
103,OK,1,1056473,2,11,16,18 -26 -11 4 35,18.794
# S 153
153,OK,1,802592,2,10,15,3 -9 -12 9 20,0.564
# S 203
203,OK,1,1359460,2,11,16,43 64 -4 -10 -21,107.637
# S 253
253,OK,1,603116,2,10,16,11 41 -24 14 20,22.28
# S 303
303,OK,1,842053,2,10,15,5 2 4 -19 -4,6.725
# S 353
353,OK,1,740333,2,10,17,86 -26 -75 21 -64,625.144
# S 403
403,OK,1,988085,2,10,17,46 17 1 -20 94,306.958
# S 453
453,OK,1,947416,2,10,15,11 -24 -20 -2 -4,6.508
# S 503
503,OK,1,812924,2,10,16,5 12 32 -31 -31,33.833
# S 553
553,OK,1,287660,2,10,16,4 49 23 -27 13,56.867
# S 603
603,OK,1,800440,2,10,16,47 23 36 -14 20,43.977
# S 653
653,OK,1,1537049,2,11,16,25 2 -43 25 -26,90.521
# S 703
703,OK,1,1391928,2,11,16,45 7 -9 -15 -28,71.82
# S 753
753,OK,1,554825,2,10,16,36 -37 40 -8 -15,90.446
# S 803
803,OK,1,655697,2,10,16,60 -5 12 31 -12,108.146
# S 853
853,OK,1,1290040,2,11,15,13 16 -3 0 -14,2.871
# S 903
903,OK,1,1113581,2,11,16,29 -56 -5 19 27,58.902
# S 953
953,OK,1,1097805,2,11,16,54 26 8 7 -16,143.807
# S 1003
1003,OK,1,1089253,2,11,16,38 46 37 7 12,160.609
# S 1053
1053,OK,1,383221,2,10,15,18 -8 -6 16 5,4.804
# S 1103
1103,OK,1,395929,2,10,15,41 -12 13 -10 -3,6.023
# S 1153
1153,OK,1,1064644,2,11,15,14 -14 18 -2 9,3.72
# S 1203
1203,OK,1,227197,2,9,16,43 24 7 -25 -23,17.607
# S 1253
1253,OK,1,902993,2,10,16,65 -25 28 -22 10,153.957
# S 1303
1303,OK,1,226153,2,9,16,2 -2 42 1 16,76.335
# S 1353
1353,OK,1,595152,2,10,16,16 -25 -7 16 -34,13.482
# S 1403
1403,OK,1,499597,2,10,16,48 -21 -14 -12 -17,13.959
# S 1453
1453,OK,1,1296089,2,11,15,7 1 27 18 16,1.688
# S 1503
1503,OK,1,1230596,2,11,17,49 -46 47 -6 -78,312.032
# S 1553
1553,OK,1,633908,2,10,16,56 -3 26 18 15,119.331
# S 1603
1603,OK,1,763549,2,10,15,13 -3 15 15 5,6.264
# S 1653
1653,OK,1,1329156,2,11,15,5 -13 25 2 -13,3.022
# S 1703
1703,OK,1,715208,2,10,16,59 64 -15 -8 -6,219.8
# S 1753
1753,OK,1,896056,2,10,16,56 21 9 13 -19,111.558
# S 1803
1803,OK,1,312313,2,10,17,32 -24 -6 21 47,307.098
# S 1853
1853,OK,1,1032857,2,10,16,14 0 -46 -9 31,20.493
# S 1903
1903,OK,1,977520,2,10,16,16 -8 13 -15 -44,14.147
# S 1953
1953,OK,1,859084,2,10,17,20 -25 15 50 -83,302.731
