# kzero.jl — least k with a primitive representation of ell^{2k}
# p = 578415690713087
# ell = 2
# det = 16p^2 = 5353035380209560300456849113104
# forms_in_file = 10000
# tag = main
# batch = 28 of = 50
# kmax_cap = 33
# generated = 2026-08-27 20:47:40 host = bp1-compute082
form,status,in_genus,lambda1,aut,kmin,k0,witness,secs
# S 29
29,OK,1,813153,2,10,16,20 36 -26 1 -32,19.496
# S 79
79,OK,1,563161,2,10,16,58 -24 5 -8 -20,77.556
# S 129
129,OK,1,698465,2,10,16,23 -15 -30 -7 33,13.509
# S 179
179,OK,1,646881,2,10,15,32 -2 -7 14 -3,7.608
# S 229
229,OK,1,519741,2,10,16,14 -44 33 -20 12,156.168
# S 279
279,OK,1,640320,2,10,16,47 -32 -2 33 6,87.813
# S 329
329,OK,1,653513,2,10,16,38 9 -20 28 -38,12.318
# S 379
379,OK,1,1019553,2,10,17,24 55 54 6 -72,315.858
# S 429
429,OK,1,935145,2,10,16,23 -47 22 -7 21,62.114
# S 479
479,OK,1,199537,2,9,16,34 -29 13 28 -5,202.351
# S 529
529,OK,1,1206556,2,11,15,25 2 -10 3 3,8.982
# S 579
579,OK,1,1196292,2,11,16,21 -7 -38 6 -33,21.26
# S 629
629,OK,1,1300937,2,11,16,26 -14 21 22 -14,150.914
# S 679
679,OK,1,553620,2,10,16,35 -64 -24 -21 6,165.005
# S 729
729,OK,1,523641,2,10,17,50 32 -11 -38 53,431.218
# S 779
779,OK,1,868248,2,10,16,14 5 -30 -17 34,14.471
# S 829
829,OK,1,282041,2,10,13,4 1 -3 2 -4,0.004
# S 879
879,OK,1,710305,2,10,14,6 -12 5 2 -6,0.101
# S 929
929,OK,1,1344501,2,11,16,25 30 0 6 -31,51.798
# S 979
979,OK,1,1063912,2,11,16,11 53 -1 -12 -15,143.231
# S 1029
1029,OK,1,623120,2,10,14,10 -7 -3 5 -3,0.196
# S 1079
1079,OK,1,496020,2,10,16,56 -18 -31 -24 -2,204.054
# S 1129
1129,OK,1,742228,2,10,16,65 29 -46 -29 12,145.831
# S 1179
1179,OK,1,716969,2,10,14,9 -9 4 -5 4,0.144
# S 1229
1229,OK,1,312820,2,10,16,55 22 -12 5 21,11.446
# S 1279
1279,OK,1,91433,2,9,16,9 10 14 -21 -18,40.436
# S 1329
1329,OK,1,1311265,2,11,15,21 -14 15 7 17,1.556
# S 1379
1379,OK,1,672049,2,10,15,29 -3 -11 -2 -6,4.839
# S 1429
1429,OK,1,503945,2,10,16,42 41 7 -3 -10,102.364
# S 1479
1479,OK,1,569105,2,10,15,14 13 -7 -9 -17,0.798
# S 1529
1529,OK,1,1197796,2,11,16,37 50 -23 1 -13,133.453
# S 1579
1579,OK,1,446268,2,10,14,14 8 4 -7 5,0.129
# S 1629
1629,OK,1,615005,2,10,16,57 -6 23 -10 11,105.784
# S 1679
1679,OK,1,828477,2,10,16,28 31 34 -25 -23,55.443
# S 1729
1729,OK,1,907953,2,10,16,11 22 31 -15 -30,16.173
# S 1779
1779,OK,1,1231937,2,11,16,21 42 -16 3 -10,188.02
# S 1829
1829,OK,1,307973,2,10,17,-39 -68 12 46 53,767.64
# S 1879
1879,OK,1,1137805,2,11,16,47 -16 -20 7 10,186.039
# S 1929
1929,OK,1,1174545,2,11,16,24 44 -14 -4 -19,99.257
# S 1979
1979,OK,1,906748,2,10,16,24 19 -6 15 -39,18.318
# S 2029
2029,OK,1,1529261,2,11,16,40 58 -47 9 -30,55.654
# S 2079
2079,OK,1,1380593,2,11,15,11 -15 22 7 -16,6.449
# S 2129
2129,OK,1,760308,2,10,15,12 -17 11 0 16,0.996
# S 2179
2179,OK,1,798500,2,10,15,4 6 -30 8 -3,6.92
# S 2229
2229,OK,1,1267360,2,11,16,7 -37 -35 -24 -24,74.175
# S 2279
2279,OK,1,971513,2,10,15,6 13 -22 22 4,6.785
# S 2329
2329,OK,1,1228617,2,11,16,49 0 2 11 -23,39.538
# S 2379
2379,OK,1,768901,2,10,16,22 -23 4 -42 2,270.611
# S 2429
2429,OK,1,1334036,2,11,16,12 -25 19 60 -15,136.551
# S 2479
2479,OK,1,1066816,2,11,16,43 -22 52 -30 17,112.995
# S 2529
2529,OK,1,1033049,2,10,16,56 -3 35 -4 28,28.875
# S 2579
2579,OK,1,543325,2,10,16,34 56 15 -18 0,267.905
# S 2629
2629,OK,1,672313,2,10,16,4 49 5 7 29,42.852
# S 2679
2679,OK,1,426365,2,10,16,23 3 45 -25 -25,28.723
# S 2729
2729,OK,1,514213,2,10,16,38 39 -2 -27 -11,94.165
# S 2779
2779,OK,1,857400,2,10,16,36 -53 12 24 -11,170.041
# S 2829
2829,OK,1,703485,2,10,16,69 2 -28 -2 -1,272.656
# S 2879
2879,OK,1,1338289,2,11,16,56 -8 1 13 10,198.01
# S 2929
2929,OK,1,1054052,2,11,16,40 -24 -17 4 24,68.489
# S 2979
2979,OK,1,685441,2,10,16,21 -48 -1 -12 20,37.906
# S 3029
3029,OK,1,895285,2,10,16,41 5 -4 29 -25,73.669
# S 3079
3079,OK,1,321653,2,10,16,6 5 39 27 10,153.754
# S 3129
