# kzero.jl — least k with a primitive representation of ell^{2k}
# p = 578415690713087
# ell = 2
# det = 16p^2 = 5353035380209560300456849113104
# forms_in_file = 10000
# tag = main
# batch = 46 of = 50
# kmax_cap = 33
# generated = 2026-08-28 12:00:16 host = bp1-compute068
form,status,in_genus,lambda1,aut,kmin,k0,witness,secs
# S 47
47,OK,1,535292,2,10,16,28 -11 -15 -33 23,61.984
# S 97
97,OK,1,1085705,2,11,16,20 17 38 8 35,43.842
# S 147
147,OK,1,1096788,2,11,16,7 -20 34 -8 18,81.972
# S 197
197,OK,1,1010397,2,10,14,3 6 -1 -5 6,0.086
# S 247
247,OK,1,509776,2,10,15,21 -4 2 11 10,1.097
# S 297
297,OK,1,1099680,2,11,16,7 -43 -10 -12 24,77.96
# S 347
347,OK,1,595132,2,10,14,1 -4 13 -5 -3,0.173
# S 397
397,OK,1,802297,2,10,16,45 -39 -16 -8 -2,254.217
# S 447
447,OK,1,317344,2,10,16,38 41 6 -16 -22,45.383
# S 497
497,OK,1,190769,2,9,16,56 78 -2 0 -9,67.421
# S 547
547,OK,1,1303032,2,11,15,20 -14 19 -13 -4,7.904
# S 597
597,OK,1,1215513,2,11,15,6 -5 -28 -13 -2,9.141
# S 647
647,OK,1,974929,2,10,16,39 -18 -28 -3 -20,56.614
# S 697
697,OK,1,1097484,2,11,14,7 9 3 7 5,0.14
# S 747
747,OK,1,767329,2,10,16,73 -14 -13 -5 -18,105.209
# S 797
797,OK,1,1052085,2,11,14,1 -17 -5 -8 5,0.101
# S 847
847,OK,1,747224,2,10,15,25 6 19 15 5,6.237
# S 897
897,OK,1,874920,2,10,15,32 13 2 -3 -8,3.375
# S 947
947,OK,1,272972,2,10,16,47 -12 -34 1 -29,21.516
# S 997
997,OK,1,889825,2,10,16,59 38 7 21 -13,165.062
# S 1047
1047,OK,1,775993,2,10,15,24 22 -10 -9 12,1.243
# S 1097
1097,OK,1,235128,2,9,15,5 -14 -2 18 -1,8.502
# S 1147
1147,OK,1,834089,2,10,16,20 31 38 38 28,35.284
# S 1197
1197,OK,1,1168508,2,11,16,26 44 37 2 -15,161.227
# S 1247
1247,OK,1,795669,2,10,16,37 -27 22 31 -27,31.041
# S 1297
1297,OK,1,868597,2,10,15,34 14 -1 -9 4,6.764
# S 1347
1347,OK,1,283133,2,10,17,93 24 29 22 -62,760.569
# S 1397
1397,OK,1,683813,2,10,16,11 -5 -51 -8 -1,271.704
# S 1447
1447,OK,1,944021,2,10,16,53 -7 2 21 13,122.786
# S 1497
1497,OK,1,563441,2,10,16,22 69 28 -35 -3,175.837
# S 1547
1547,OK,1,782584,2,10,15,7 -27 0 6 -8,4.598
# S 1597
1597,OK,1,770160,2,10,16,6 17 23 -32 16,132.521
# S 1647
1647,OK,1,627788,2,10,15,3 23 9 -11 9,3.324
# S 1697
1697,OK,1,869028,2,10,16,68 17 -9 -10 -3,258.321
# S 1747
1747,OK,1,1150996,2,11,16,48 -32 -12 -2 -25,50.311
# S 1797
1797,OK,1,543820,2,10,16,40 14 -38 17 7,180.271
# S 1847
1847,OK,1,647797,2,10,17,25 22 39 37 -62,316.819
# S 1897
1897,OK,1,963185,2,10,17,4 -10 -37 51 -67,730.44
# S 1947
1947,OK,1,663496,2,10,16,46 28 39 -12 3,254.647
# S 1997
1997,OK,1,960725,2,10,17,37 61 -42 -19 71,555.519
# S 2047
2047,OK,1,347381,2,10,16,19 9 -27 -4 -27,11.497
# S 2097
2097,OK,1,910105,2,10,17,62 46 51 -22 -66,498.237
# S 2147
2147,OK,1,1323661,2,11,15,5 12 -11 -14 -25,0.463
# S 2197
