# kzero.jl — least k with a primitive representation of ell^{2k}
# p = 578415690713087
# ell = 2
# det = 16p^2 = 5353035380209560300456849113104
# forms_in_file = 10000
# tag = main
# batch = 33 of = 50
# kmax_cap = 33
# generated = 2026-08-28 02:54:22 host = bp1-compute101
form,status,in_genus,lambda1,aut,kmin,k0,witness,secs
# S 34
34,OK,1,899640,2,10,16,13 -12 53 -37 33,23.859
# S 84
84,OK,1,1107201,2,11,16,8 6 -30 -31 -33,24.182
# S 134
134,OK,1,742949,2,10,16,9 68 -6 16 3,225.295
# S 184
184,OK,1,1051524,2,11,17,37 -1 -18 59 73,359.885
# S 234
234,OK,1,536660,2,10,16,18 34 -7 -4 23,9.809
# S 284
284,OK,1,1202073,2,11,15,4 0 1 -6 -17,0.463
# S 334
334,OK,1,827828,2,10,16,5 -9 -33 -23 15,111.154
# S 384
384,OK,1,104144,2,9,16,3 -58 8 -11 9,117.844
# S 434
434,OK,1,788672,2,10,16,7 51 21 -14 -19,105.55
# S 484
484,OK,1,825457,2,10,15,16 -38 9 -3 1,8.923
# S 534
534,OK,1,416676,2,10,16,4 -24 -28 3 -23,70.406
# S 584
584,OK,1,531424,2,10,16,11 -13 -33 9 -17,18.453
# S 634
634,OK,1,238597,2,9,15,6 -28 -15 -9 7,3.292
# S 684
684,OK,1,696869,2,10,16,25 -15 42 -10 -11,147.309
# S 734
734,OK,1,882736,2,10,16,49 -36 15 -6 32,26.757
# S 784
784,OK,1,843593,2,10,16,47 3 -9 -7 36,29.315
# S 834
834,OK,1,1127804,2,11,16,19 24 -37 -23 -16,78.801
# S 884
884,OK,1,976008,2,10,16,44 23 17 0 -13,161.341
# S 934
934,OK,1,208420,2,9,16,52 21 21 0 -24,33.229
# S 984
984,OK,1,647180,2,10,16,45 23 24 -10 15,68.821
# S 1034
1034,OK,1,917117,2,10,16,65 -5 29 15 -10,173.329
# S 1084
1084,OK,1,614777,2,10,16,31 -18 25 -14 29,16.514
# S 1134
1134,OK,1,952348,2,10,16,2 -41 24 19 -37,18.481
# S 1184
1184,OK,1,725468,2,10,16,0 15 -50 -33 3,236.118
# S 1234
1234,OK,1,742441,2,10,15,27 -6 -4 -11 13,1.344
# S 1284
1284,OK,1,1284361,2,11,16,28 10 -4 49 0,281.694
# S 1334
1334,OK,1,358800,2,10,16,0 19 18 8 -30,24.226
# S 1384
1384,OK,1,340693,2,10,17,121 -67 -23 24 49,395.258
# S 1434
1434,OK,1,507185,2,10,16,13 39 10 -36 12,163.264
# S 1484
1484,OK,1,657393,2,10,16,9 -19 -55 -17 -26,40.015
# S 1534
1534,OK,1,951717,2,10,16,53 10 25 -10 14,97.582
# S 1584
1584,OK,1,1102440,2,11,16,23 7 -33 9 -21,71.872
# S 1634
1634,OK,1,432201,2,10,14,9 -10 8 -1 -1,0.281
# S 1684
1684,OK,1,1068220,2,11,16,13 20 -42 20 -4,245.139
# S 1734
1734,OK,1,1466816,2,11,16,60 53 44 -25 21,120.75
# S 1784
1784,OK,1,1090420,2,11,16,22 23 5 -32 26,53.247
# S 1834
1834,OK,1,873365,2,10,17,45 46 64 -64 -47,515.923
# S 1884
1884,OK,1,980645,2,10,17,14 33 41 -11 78,516.304
# S 1934
1934,OK,1,1107329,2,11,15,0 25 0 -8 11,2.77
# S 1984
1984,OK,1,425568,2,10,16,12 10 25 16 23,18.499
# S 2034
2034,OK,1,938001,2,10,17,26 51 15 -24 -56,522.986
# S 2084
2084,OK,1,673657,2,10,16,25 15 19 -22 32,14.389
# S 2134
2134,OK,1,1092521,2,11,16,11 16 -9 -20 41,13.842
# S 2184
2184,OK,1,1036596,2,10,15,26 10 0 2 -9,4.126
# S 2234
2234,OK,1,1082169,2,11,17,77 -39 12 -53 69,615.962
# S 2284
2284,OK,1,515077,2,10,16,13 -34 8 31 8,174.885
# S 2334
2334,OK,1,590872,2,10,16,49 25 -16 6 -18,34.893
# S 2384
2384,OK,1,473205,2,10,16,44 -66 20 -7 -3,228.939
# S 2434
2434,OK,1,1046508,2,10,14,11 -3 3 -9 -2,0.153
# S 2484
2484,OK,1,834357,2,10,16,6 52 9 1 -21,36.714
# S 2534
2534,OK,1,578188,2,10,16,23 -48 -33 10 10,101.957
# S 2584
2584,OK,1,1196221,2,11,15,15 -24 1 -13 12,1.977
# S 2634
2634,OK,1,875701,2,10,16,25 -1 -57 -18 8,197.708
# S 2684
2684,OK,1,509284,2,10,16,27 24 28 13 13,84.914
# S 2734
2734,OK,1,1583761,2,11,15,6 9 -7 -11 11,4.41
# S 2784
