# kzero.jl — least k with a primitive representation of ell^{2k}
# p = 578415690713087
# ell = 2
# det = 16p^2 = 5353035380209560300456849113104
# forms_in_file = 10000
# tag = main
# batch = 34 of = 50
# kmax_cap = 33
# generated = 2026-08-28 03:33:37 host = bp1-compute082
form,status,in_genus,lambda1,aut,kmin,k0,witness,secs
# S 35
35,OK,1,535517,2,10,16,22 -20 16 -15 -24,51.75
# S 85
85,OK,1,1209324,2,11,17,18 -50 16 31 54,1646.785
# S 135
135,OK,1,156225,2,9,16,145 -3 20 4 8,108.432
# S 185
185,OK,1,196240,2,9,17,95 27 -32 30 -61,454.237
# S 235
235,OK,1,724105,2,10,16,56 26 33 -6 -13,91.565
# S 285
285,OK,1,937397,2,10,17,44 76 22 -5 83,368.132
# S 335
335,OK,1,384209,2,10,16,77 -18 29 21 17,64.137
# S 385
385,OK,1,890865,2,10,16,30 16 -39 17 -28,61.129
# S 435
435,OK,1,739861,2,10,16,9 -22 -18 38 -17,65.642
# S 485
485,OK,1,415245,2,10,15,2 -7 -9 -11 -17,0.418
# S 535
535,OK,1,552844,2,10,16,7 -15 39 12 -22,32.049
# S 585
585,OK,1,562452,2,10,16,17 27 18 -22 33,15.361
# S 635
635,OK,1,382409,2,10,16,54 33 -43 11 20,44.278
# S 685
685,OK,1,1113957,2,11,16,24 -11 -15 -37 -29,15.869
# S 735
735,OK,1,829021,2,10,16,40 31 7 -2 27,34.171
# S 785
785,OK,1,722656,2,10,16,12 -72 18 -7 8,165.509
# S 835
835,OK,1,948176,2,10,14,5 9 3 10 -7,0.065
# S 885
885,OK,1,614137,2,10,16,15 -17 15 8 -35,13.619
# S 935
935,OK,1,1078705,2,11,16,9 -4 50 17 28,25.955
# S 985
985,OK,1,557912,2,10,16,14 -18 -1 11 -31,14.444
# S 1035
1035,OK,1,860509,2,10,16,52 -7 10 -34 -5,227.174
# S 1085
1085,OK,1,668912,2,10,17,11 16 48 6 -74,302.29
# S 1135
1135,OK,1,1405961,2,11,14,8 -1 -8 1 5,0.189
# S 1185
1185,OK,1,855301,2,10,16,36 21 -14 2 18,69.339
# S 1235
1235,OK,1,542408,2,10,17,114 -7 75 -22 57,422.614
# S 1285
1285,OK,1,733401,2,10,17,30 -7 -70 -15 -64,509.854
# S 1335
1335,OK,1,379632,2,10,15,29 -13 12 -25 -12,2.006
# S 1385
1385,OK,1,884057,2,10,15,19 -17 9 0 4,6.217
# S 1435
1435,OK,1,446108,2,10,16,69 20 5 1 -21,39.655
# S 1485
1485,OK,1,1148485,2,11,14,10 7 5 -7 -2,0.303
# S 1535
1535,OK,1,1293312,2,11,16,60 -16 -35 27 -14,162.795
# S 1585
1585,OK,1,606437,2,10,17,83 27 -83 -84 -21,3197.162
# S 1635
1635,OK,1,963797,2,10,16,28 -9 -13 24 -37,21.8
# S 1685
1685,OK,1,1020385,2,10,16,14 -39 40 0 29,35.743
# S 1735
1735,OK,1,608477,2,10,17,42 -4 85 -74 -29,1661.055
# S 1785
1785,OK,1,739621,2,10,16,11 -58 32 40 -23,41.799
# S 1835
1835,OK,1,414705,2,10,16,43 -26 6 9 27,10.934
# S 1885
1885,OK,1,1029909,2,10,16,53 -29 -16 0 -31,22.3
# S 1935
1935,OK,1,1087765,2,11,16,52 11 10 8 26,66.775
# S 1985
1985,OK,1,903384,2,10,17,43 101 -14 -45 -56,499.581
# S 2035
2035,OK,1,1131181,2,11,15,32 19 -5 -2 -8,4.31
# S 2085
