# kzero.jl — least k with a primitive representation of ell^{2k}
# p = 578415690713087
# ell = 2
# det = 16p^2 = 5353035380209560300456849113104
# forms_in_file = 10000
# tag = main
# batch = 49 of = 50
# kmax_cap = 33
# generated = 2026-08-28 12:54:40 host = bp1-compute070
form,status,in_genus,lambda1,aut,kmin,k0,witness,secs
# S 50
50,OK,1,948568,2,10,16,28 5 21 0 31,39.251
# S 100
100,OK,1,361005,2,10,16,34 -33 -26 12 -23,46.067
# S 150
150,OK,1,1508704,2,11,16,1 -4 33 25 49,14.994
# S 200
200,OK,1,951373,2,10,15,13 -1 22 -11 2,9.162
# S 250
250,OK,1,678588,2,10,17,26 -76 -30 22 79,362.526
# S 300
300,OK,1,1066988,2,11,16,6 -9 21 -25 -40,14.349
# S 350
350,OK,1,1246949,2,11,15,27 -15 11 11 -2,10.764
# S 400
400,OK,1,652992,2,10,16,51 -54 6 9 -13,127.34
# S 450
450,OK,1,693729,2,10,16,82 -26 -5 -13 -16,115.186
# S 500
500,OK,1,675033,2,10,15,25 -10 5 14 3,8.217
# S 550
550,OK,1,246136,2,9,16,8 -37 -1 13 -12,133.534
# S 600
600,OK,1,860461,2,10,17,85 6 47 58 -77,343.947
# S 650
650,OK,1,1031812,2,10,16,42 11 16 -7 -28,32.953
# S 700
700,OK,1,832464,2,10,16,3 -48 23 -8 -23,89.697
# S 750
750,OK,1,1171740,2,11,16,5 2 43 17 -22,97.503
# S 800
800,OK,1,824264,2,10,17,6 39 -25 -49 70,551.864
# S 850
850,OK,1,871632,2,10,16,59 19 51 20 4,212.468
# S 900
900,OK,1,623321,2,10,17,1 38 25 40 85,312.894
# S 950
950,OK,1,500668,2,10,16,56 10 -4 7 -33,28.178
# S 1000
1000,OK,1,666916,2,10,16,2 25 -5 -14 -30,14.343
# S 1050
1050,OK,1,1061929,2,11,16,45 -18 25 2 21,94.797
# S 1100
1100,OK,1,718757,2,10,16,30 4 18 32 17,49.211
# S 1150
1150,OK,1,786505,2,10,15,4 -17 1 5 -15,1.397
# S 1200
1200,OK,1,1021369,2,10,16,54 9 -14 34 24,21.228
# S 1250
1250,OK,1,797409,2,10,16,41 6 -48 -23 -13,65.033
# S 1300
1300,OK,1,489641,2,10,16,72 -41 2 6 -17,65.585
# S 1350
1350,OK,1,1070056,2,11,15,3 17 18 -23 -7,4.974
# S 1400
1400,OK,1,456829,2,10,16,52 -30 20 20 25,31.857
# S 1450
1450,OK,1,1095993,2,11,16,51 -60 -6 16 -23,61.807
# S 1500
1500,OK,1,948649,2,10,16,57 33 4 -4 24,21.301
# S 1550
1550,OK,1,588804,2,10,16,59 -25 38 -14 9,128.493
# S 1600
1600,OK,1,1051544,2,11,15,25 -6 -10 -4 -11,2.604
# S 1650
1650,OK,1,1013805,2,10,16,2 -7 -24 39 23,65.857
# S 1700
1700,OK,1,808705,2,10,16,10 28 -41 5 6,204.651
# S 1750
1750,OK,1,1188692,2,11,17,85 67 52 6 77,412.423
# S 1800
1800,OK,1,483481,2,10,16,24 19 35 0 19,32.969
# S 1850
1850,OK,1,884128,2,10,16,46 4 -25 8 35,14.873
