# kzero.jl — least k with a primitive representation of ell^{2k}
# p = 578415690713087
# ell = 2
# det = 16p^2 = 5353035380209560300456849113104
# forms_in_file = 10000
# tag = main
# batch = 44 of = 50
# kmax_cap = 33
# generated = 2026-08-28 10:14:56 host = bp1-compute094
form,status,in_genus,lambda1,aut,kmin,k0,witness,secs
2295,OK,1,1272665,2,11,16,32 -23 -23 56 17,121.567
# S 2345
2345,OK,1,619996,2,10,16,0 35 -38 3 -31,14.464
# S 2395
2395,OK,1,987849,2,10,15,23 6 -26 2 -5,6.321
# S 2445
2445,OK,1,1126913,2,11,16,21 5 38 -6 16,104.394
# S 2495
2495,OK,1,909316,2,10,16,43 26 -25 -12 -21,91.858
# S 2545
2545,OK,1,1012232,2,10,16,6 26 27 -24 -17,115.245
# S 2595
2595,OK,1,778045,2,10,16,48 -47 -15 -3 -9,193.146
# S 2645
2645,OK,1,737976,2,10,14,5 -10 8 -8 4,0.193
# S 2695
2695,OK,1,693772,2,10,15,31 -11 7 7 13,1.965
# S 2745
2745,OK,1,1399977,2,11,16,21 -22 -2 -23 43,14.212
# S 2795
2795,OK,1,782225,2,10,15,7 -29 -8 10 -1,9.168
# S 2845
2845,OK,1,901500,2,10,16,14 53 9 12 -18,95.296
# S 2895
2895,OK,1,977729,2,10,17,45 46 -31 -47 -68,368.1
# S 2945
2945,OK,1,802329,2,10,16,75 11 -19 10 -4,229.295
# S 2995
2995,OK,1,996844,2,10,16,5 33 16 11 -31,20.231
# S 3045
3045,OK,1,576592,2,10,14,2 7 -2 -9 8,0.03
# S 3095
3095,OK,1,1333268,2,11,16,12 -8 -15 40 15,141.451
# S 3145
3145,OK,1,957616,2,10,16,42 20 -12 -27 -28,29.819
# S 3195
3195,OK,1,850301,2,10,16,20 53 37 -9 -12,154.547
# S 3245
3245,OK,1,1124089,2,11,16,49 29 35 -35 15,139.484
# S 3295
3295,OK,1,466425,2,10,16,16 -34 1 19 33,11.052
# S 3345
3345,OK,1,441477,2,10,16,15 -41 6 27 -11,141.465
# S 3395
3395,OK,1,996156,2,10,16,31 28 14 -10 33,25.344
# S 3445
3445,OK,1,673961,2,10,16,67 -8 -6 -15 20,70.41
# S 3495
3495,OK,1,630085,2,10,17,85 114 -13 -2 47,1097.242
# S 3545
3545,OK,1,746889,2,10,16,66 -35 42 19 18,81.095
# S 3595
3595,OK,1,1352076,2,11,16,15 -50 -6 -9 -23,83.464
# S 3645
3645,OK,1,712200,2,10,17,3 -4 -60 7 78,277.041
# S 3695
3695,OK,1,587396,2,10,15,34 32 -5 -1 1,8.466
# S 3745
3745,OK,1,461769,2,10,15,21 10 11 10 -3,7.152
# S 3795
3795,OK,1,760533,2,10,16,47 26 17 15 -15,70.693
# S 3845
3845,OK,1,553708,2,10,15,14 16 -27 1 6,2.036
# S 3895
3895,OK,1,370701,2,10,16,5 2 -46 9 -5,207.407
# S 3945
3945,OK,1,532068,2,10,16,20 21 19 22 -20,24.435
# S 3995
3995,OK,1,192952,2,9,17,18 -89 47 -25 18,844.58
# S 4045
4045,OK,1,1096528,2,11,16,5 -12 20 1 45,10.492
# S 4095
4095,OK,1,480540,2,10,16,21 35 15 -2 -21,44.415
# S 4145
4145,OK,1,1054121,2,11,16,18 -20 -52 -27 3,253.034
# S 4195
4195,OK,1,705492,2,10,15,2 -11 -18 -11 14,1.837
# S 4245
4245,OK,1,1015608,2,10,16,8 -22 40 -37 -30,29.55
# S 4295
4295,OK,1,592149,2,10,14,0 1 10 2 -5,0.124
# S 4345
4345,OK,1,826864,2,10,14,4 -9 -7 -8 -2,0.229
# S 4395
4395,OK,1,813652,2,10,16,8 3 -14 8 -32,10.928
# S 4445
4445,OK,1,1264912,2,11,15,13 15 -12 -21 -2,8.919
# S 4495
4495,OK,1,1006949,2,10,15,18 17 22 -17 3,8.423
# S 4545
4545,OK,1,855697,2,10,16,12 -32 -4 -37 -36,10.715
# S 4595
4595,OK,1,1450184,2,11,17,61 19 15 28 -94,349.029
# S 4645
4645,OK,1,509317,2,10,17,39 -109 43 49 64,499.975
# S 4695
4695,OK,1,940009,2,10,14,16 -1 0 -1 6,0.111
# S 4745
4745,OK,1,509929,2,10,16,73 -51 17 29 -17,97.424
# S 4795
4795,OK,1,1031041,2,10,17,29 -15 -86 37 75,360.37
# S 4845
4845,OK,1,524813,2,10,16,42 13 26 2 -25,24.439
# S 4895
4895,OK,1,621088,2,10,16,14 62 -33 8 9,152.876
# S 4945
4945,OK,1,819008,2,10,16,10 -40 30 31 -21,78.746
# S 4995
4995,OK,1,365976,2,10,16,58 38 -2 -3 30,11.662
# S 5045
5045,OK,1,1045008,2,10,16,54 -17 11 2 -33,25.782
# S 5095
5095,OK,1,795241,2,10,16,25 -5 26 9 45,9.65
# S 5145
5145,OK,1,1137236,2,11,16,30 -18 12 2 45,10.994
# S 5195
5195,OK,1,1137116,2,11,16,44 20 1 8 22,83.379
# S 5245
5245,OK,1,531969,2,10,17,51 -11 94 -26 -43,393.555
# S 5295
5295,OK,1,657961,2,10,15,28 -26 -5 -10 5,2.37
# S 5345
5345,OK,1,1005945,2,10,16,25 -1 -34 -44 -20,98.907
# S 5395
5395,OK,1,548121,2,10,16,45 33 4 33 12,120.662
# S 5445
5445,OK,1,1006889,2,10,16,64 -3 -4 -18 1,270.096
# S 5495
5495,OK,1,1169640,2,11,16,10 -37 -19 -21 5,229.843
# S 5545
5545,OK,1,636932,2,10,13,8 3 -1 2 -4,0.005
# S 5595
5595,OK,1,427369,2,10,17,109 33 -16 0 56,318.514
# S 5645
5645,OK,1,1058688,2,11,16,4 -45 6 -18 17,88.448
# S 5695
5695,OK,1,1063689,2,11,16,8 -29 5 -11 48,11.106
# S 5745
5745,OK,1,1120157,2,11,16,6 -49 38 19 -36,33.418
# S 5795
5795,OK,1,968185,2,10,16,47 40 -14 -9 -6,219.457
# S 5845
5845,OK,1,937773,2,10,14,3 -6 8 7 -4,0.187
# S 5895
5895,OK,1,560801,2,10,16,37 -17 40 25 29,32.356
# S 5945
5945,OK,1,786284,2,10,15,3 -25 9 1 -11,1.862
# S 5995
5995,OK,1,822977,2,10,14,6 -13 5 0 -2,0.214
# S 6045
6045,OK,1,806953,2,10,15,23 -7 18 -12 7,4.034
# S 6095
6095,OK,1,399589,2,10,16,17 -41 -24 23 -21,12.611
# S 6145
6145,OK,1,806665,2,10,16,17 31 -16 28 -19,61.248
# S 6195
6195,OK,1,717596,2,10,17,55 -41 -7 49 40,1151.964
# S 6245
6245,OK,1,966569,2,10,15,7 0 6 -5 20,0.776
# S 6295
6295,OK,1,671961,2,10,16,19 -38 25 18 -30,28.731
# S 6345
6345,OK,1,889929,2,10,16,52 -35 46 -3 -18,110.349
# S 6395
6395,OK,1,667108,2,10,16,24 6 22 -39 23,20.14
# S 6445
6445,OK,1,919377,2,10,17,3 -47 -74 17 66,631.51
# S 6495
6495,OK,1,486300,2,10,16,61 -4 3 -7 -22,35.614
# S 6545
6545,OK,1,894848,2,10,17,77 -24 -44 -51 76,452.503
# S 6595
6595,OK,1,492176,2,10,17,76 -52 -17 -75 -3,410.824
# S 6645
6645,OK,1,823689,2,10,16,46 -5 -12 -5 33,18.595
# S 6695
6695,OK,1,1210097,2,11,16,32 37 7 -20 -25,57.439
# S 6745
6745,OK,1,658048,2,10,16,57 13 11 11 -14,53.007
# S 6795
6795,OK,1,468893,2,10,16,23 2 31 41 10,150.966
# S 6845
6845,OK,1,177268,2,9,16,125 -31 1 -9 19,60.659
# S 6895
6895,OK,1,814716,2,10,16,8 -26 9 -20 23,79.821
# S 6945
6945,OK,1,674304,2,10,17,1 74 16 -23 -52,294.032
# S 6995
6995,OK,1,741949,2,10,16,26 -7 5 -27 -18,18.717
# S 7045
7045,OK,1,893001,2,10,17,15 -28 73 4 83,326.101
# S 7095
7095,OK,1,833052,2,10,16,67 23 8 32 0,260.291
# S 7145
7145,OK,1,486220,2,10,16,70 12 -28 8 -3,213.487
# S 7195
7195,OK,1,938340,2,10,16,20 47 -22 23 31,27.2
# S 7245
7245,OK,1,894748,2,10,16,21 16 26 -20 26,36.081
# S 7295
7295,OK,1,1122273,2,11,16,61 -19 19 -35 7,213.227
# S 7345
7345,OK,1,1086137,2,11,16,15 1 34 16 35,21.212
# S 7395
7395,OK,1,728733,2,10,16,32 -6 23 -43 4,235.422
# S 7445
7445,OK,1,1340593,2,11,16,48 25 -4 8 -26,69.76
# S 7495
7495,OK,1,675200,2,10,16,57 -31 -27 -17 5,177.764
# S 7545
7545,OK,1,997073,2,10,16,20 -47 -27 -27 11,182.348
# S 7595
7595,OK,1,283853,2,10,17,106 59 19 1 42,312.624
# S 7645
7645,OK,1,1151677,2,11,15,17 20 5 -5 13,1.534
# S 7695
7695,OK,1,934444,2,10,16,43 -16 20 -18 -14,147.843
# S 7745
7745,OK,1,622628,2,10,16,8 8 13 31 34,10.175
# S 7795
7795,OK,1,1323769,2,11,16,31 15 10 -41 -15,142.098
# S 7845
7845,OK,1,446089,2,10,16,36 -5 -1 -19 33,24.576
# S 7895
7895,OK,1,1153852,2,11,17,61 47 32 18 -83,360.653
# S 7945
7945,OK,1,935104,2,10,16,8 17 43 12 -11,162.894
# S 7995
7995,OK,1,930064,2,10,16,8 51 1 10 24,58.795
# S 8045
8045,OK,1,1112080,2,11,16,14 -10 9 -37 30,50.896
# S 8095
8095,OK,1,808493,2,10,16,11 -25 -36 0 26,64.584
# S 8145
8145,OK,1,678352,2,10,16,54 -32 1 -18 -7,166.529
# S 8195
8195,OK,1,732489,2,10,16,50 -3 16 22 -16,50.452
# S 8245
8245,OK,1,1162556,2,11,16,2 -4 -13 9 31,11.025
# S 8295
8295,OK,1,360961,2,10,16,12 31 -14 -43 -5,170.105
# S 8345
8345,OK,1,1331324,2,11,16,7 3 -57 1 3,252.707
# S 8395
8395,OK,1,500608,2,10,16,18 -20 -46 15 -8,177.157
# S 8445
8445,OK,1,601477,2,10,17,2 10 38 11 31,285.478
# S 8495
8495,OK,1,959900,2,10,16,24 -3 39 -41 -3,245.017
# S 8545
8545,OK,1,966616,2,10,16,27 9 22 10 -40,12.077
# S 8595
8595,OK,1,673708,2,10,15,22 6 -10 -1 17,1.183
# S 8645
8645,OK,1,959548,2,10,16,68 -17 -14 36 5,209.297
# S 8695
8695,OK,1,1096501,2,11,14,3 4 -13 0 0,0.421
# S 8745
8745,OK,1,720577,2,10,16,48 -28 -11 -36 7,170.119
# S 8795
8795,OK,1,598449,2,10,16,44 15 7 28 -36,22.438
# S 8845
8845,OK,1,400640,2,10,16,20 40 31 47 -7,115.36
# S 8895
8895,OK,1,968873,2,10,14,5 8 -3 8 1,0.308
# S 8945
8945,OK,1,1435365,2,11,16,32 -7 -7 -11 51,11.098
# S 8995
8995,OK,1,1039569,2,10,16,50 -2 25 -3 9,201.115
# S 9045
9045,OK,1,1191288,2,11,16,18 7 44 35 -12,166.867
# S 9095
9095,OK,1,292993,2,10,16,69 49 11 -1 -17,80.847
# S 9145
9145,OK,1,241049,2,9,14,30 -4 6 5 -1,0.289
# S 9195
9195,OK,1,747692,2,10,16,18 -11 -27 -10 -30,24.562
# S 9245
9245,OK,1,750649,2,10,16,33 -24 -10 36 33,10.887
# S 9295
9295,OK,1,568529,2,10,16,14 -5 -10 -6 -34,10.075
# S 9345
9345,OK,1,729624,2,10,16,34 -18 -2 -26 -27,15.264
# S 9395
9395,OK,1,360673,2,10,17,63 43 -33 -17 -64,366.53
# S 9445
9445,OK,1,1109240,2,11,16,38 29 9 13 -22,85.581
# S 9495
9495,OK,1,962192,2,10,16,26 -29 -32 -5 29,54.284
# S 9545
9545,OK,1,1129808,2,11,17,31 -18 -29 -27 88,287.58
# S 9595
9595,OK,1,570753,2,10,15,4 -1 5 21 -2,7.997
# S 9645
9645,OK,1,57625,2,8,16,29 -14 -39 -4 -16,23.798
# S 9695
9695,OK,1,987417,2,10,16,1 34 -8 48 -17,135.24
# S 9745
9745,OK,1,743273,2,10,16,40 -17 2 47 -1,267.963
# S 9795
9795,OK,1,592805,2,10,16,12 -44 -30 -7 15,99.847
# S 9845
9845,OK,1,807028,2,10,16,44 43 5 -2 -13,112.766
# S 9895
9895,OK,1,1166968,2,11,16,16 -41 6 -34 32,36.308
# S 9945
9945,OK,1,751085,2,10,15,32 6 -14 24 -7,3.445
# S 9995
9995,OK,1,1561804,2,11,15,0 15 18 -17 5,7.813
